,Unnamed: 0,startDt,endDt,device,sleep_score,total_sleep_time,time_in_bed,waso,wakeupcount,aal,movement_index,fragmentation_index,sleep_frag_index,startdt1,enddt1,count,date,userId,walk,exer,userName,gps_activity_distance
168,168,17NOV18:01:46:00,17NOV18:08:26:00,Fitbit,87.2270742,23970,27480,,,,,,,20181117,20181117,1,2018-11-16,user19,330,0,user19,7.357579560988571
169,169,19NOV18:01:44:00,19NOV18:08:49:00,Fitbit,88.0921895,20640,23430,,,,,,,20181119,20181119,1,2018-11-18,user19,88,0,user19,0.0
170,170,20NOV18:01:29:00,20NOV18:08:12:00,Fitbit,91.7464115,23010,25080,,,,,,,20181120,20181120,1,2018-11-19,user19,88,0,user19,0.0
171,171,21NOV18:01:46:00,21NOV18:08:12:00,Fitbit,89.1891892,3960,4440,,,,,,,20181121,20181121,1,2018-11-20,user19,115,0,user19,0.0
172,172,22NOV18:18:46:00,22NOV18:19:43:00,Fitbit,88.2079131,34110,38670,,,,,,,20181122,20181122,1,2018-11-21,user19,78,0,user19,0.0
173,173,24NOV18:01:28:00,24NOV18:11:56:00,Fitbit,82.1568627,25140,30600,,,,,,,20181124,20181124,1,2018-11-23,user19,76,0,user19,0.0
174,174,25NOV18:06:06:00,25NOV18:21:54:00,Fitbit,86.3238512,23670,27420,,,,,,,20181125,20181125,1,2018-11-24,user19,20,0,user19,0.0
175,175,26NOV18:02:36:00,26NOV18:08:53:00,Fitbit,85.7357357,17130,19980,,,,,,,20181126,20181126,1,2018-11-25,user19,28,0,user19,0.0
176,176,27NOV18:02:34:00,27NOV18:07:43:00,Fitbit,85.6378234,28800,33630,,,,,,,20181127,20181127,1,2018-11-26,user19,189,0,user19,0.0
177,177,28NOV18:03:25:00,28NOV18:09:40:00,Fitbit,86.23978199999998,18990,22020,,,,,,,20181128,20181128,1,2018-11-27,user19,74,0,user19,0.0
178,178,16NOV18:01:14:00,16NOV18:08:29:00,Fitbit,86.52631579999998,24660,28500,,,,,,,20181116,20181116,1,2018-11-15,user20,27,40,user20,0.0
179,179,17NOV18:02:43:00,17NOV18:12:35:00,Fitbit,87.9692012,27420,31170,,,,,,,20181117,20181117,1,2018-11-16,user20,0,0,,
180,180,18NOV18:04:13:00,18NOV18:08:38:00,Fitbit,86.16187990000002,19800,22980,,,,,,,20181118,20181118,1,2018-11-17,user20,0,0,,
181,181,19NOV18:00:24:00,19NOV18:07:59:00,Fitbit,84.0881273,20610,24510,,,,,,,20181119,20181119,1,2018-11-18,user20,0,0,,
182,182,20NOV18:02:37:00,20NOV18:09:01:00,Fitbit,86.306099,22500,26070,,,,,,,20181120,20181120,1,2018-11-19,user20,0,0,,
183,183,21NOV18:21:18:00,22NOV18:07:38:00,Fitbit,79.34693879999998,29160,36750,,,,,,,20181121,20181122,2,2018-11-21,user20,0,0,,
184,184,21NOV18:02:18:00,21NOV18:10:37:00,Fitbit,80.7777778,21810,27000,,,,,,,20181121,20181121,2,2018-11-20,user20,0,0,,
185,185,25NOV18:16:01:00,25NOV18:17:16:00,Fitbit,85.7876712,15030,17520,,,,,,,20181125,20181125,1,2018-11-24,user20,0,0,,
186,186,26NOV18:00:09:00,26NOV18:08:10:00,Fitbit,87.972167,26550,30180,,,,,,,20181126,20181126,1,2018-11-25,user20,0,92,user20,0.0
187,187,27NOV18:04:13:00,27NOV18:07:49:00,Fitbit,88.5326757,21540,24330,,,,,,,20181127,20181127,1,2018-11-26,user20,0,0,,
188,188,28NOV18:03:19:00,28NOV18:08:52:00,Fitbit,87.0220162,22530,25890,,,,,,,20181128,20181128,1,2018-11-27,user20,0,57,user20,0.0
189,189,16NOV18:02:17:00,16NOV18:07:04:00,Fitbit,91.959799,16470,17910,,,,,,,20181116,20181116,1,2018-11-15,user21,43,0,,
190,190,17NOV18:02:20:00,17NOV18:07:04:00,Fitbit,93.323217,18450,19770,,,,,,,20181117,20181117,1,2018-11-16,user21,273,0,user21,237.9303223213979
191,191,18NOV18:01:45:00,18NOV18:06:58:00,Fitbit,84.787472,22740,26820,,,,,,,20181118,20181118,1,2018-11-17,user21,602,0,user21,0.0
192,192,20NOV18:00:16:00,20NOV18:07:19:00,Fitbit,86.5556978,20280,23430,,,,,,,20181120,20181120,1,2018-11-19,user21,42,0,user21,0.0
193,193,21NOV18:01:00:00,21NOV18:08:14:00,Fitbit,90.1306241,18630,20670,,,,,,,20181121,20181121,1,2018-11-20,user21,211,0,user21,0.0
194,194,22NOV18:02:40:00,22NOV18:09:43:00,Fitbit,84.7145488,13800,16290,,,,,,,20181122,20181122,1,2018-11-21,user21,265,0,user21,75.70008111310904
195,195,23NOV18:22:35:00,24NOV18:07:25:00,Fitbit,86.437247,12810,14820,,,,,,,20181123,20181124,2,2018-11-23,user21,340,0,user21,0.0
196,196,23NOV18:02:40:00,23NOV18:07:27:00,Fitbit,88.1461676,29670,33660,,,,,,,20181123,20181123,2,2018-11-22,user21,439,0,user21,0.0
197,197,27NOV18:01:51:00,27NOV18:06:33:00,Fitbit,84.6481876,23820,28140,,,,,,,20181127,20181127,1,2018-11-26,user21,118,0,user21,0.0
198,198,28NOV18:01:46:00,28NOV18:08:39:00,Fitbit,85.141159,17190,20190,,,,,,,20181128,20181128,1,2018-11-27,user21,62,0,user21,0.0
199,199,16NOV18:23:25:00,17NOV18:06:25:00,Fitbit,88.10703670000002,26670,30270,,,,,,,20181116,20181117,2,2018-11-16,user22,206,0,user22,0.0
200,200,16NOV18:00:44:00,16NOV18:05:59:00,Fitbit,91.4253898,24630,26940,,,,,,,20181116,20181116,2,2018-11-15,user22,103,0,user22,0.0
201,201,17NOV18:23:14:00,18NOV18:07:53:00,Fitbit,89.8840885,25590,28470,,,,,,,20181117,20181118,1,2018-11-17,user22,23,0,user22,0.0
202,202,18NOV18:22:28:00,19NOV18:05:57:00,Fitbit,94.4099379,18240,19320,,,,,,,20181118,20181119,1,2018-11-18,user22,75,0,user22,0.0
203,203,20NOV18:00:39:00,20NOV18:23:37:00,Fitbit,91.704649,30180,32910,,,,,,,20181120,20181120,1,2018-11-19,user22,128,0,user22,0.0
204,204,21NOV18:23:41:00,22NOV18:06:47:00,Fitbit,91.5730337,9780,10680,,,,,,,20181121,20181122,2,2018-11-21,user22,242,0,user22,0.0
205,205,21NOV18:00:26:00,21NOV18:07:27:00,Fitbit,91.7309813,24960,27210,,,,,,,20181121,20181121,2,2018-11-20,user22,180,0,user22,0.0
206,206,23NOV18:03:08:00,23NOV18:23:59:00,Fitbit,87.54373690000001,37530,42870,,,,,,,20181123,20181123,1,2018-11-22,user22,67,0,user22,0.0
207,207,24NOV18:00:02:00,24NOV18:23:57:00,Fitbit,91.1210762,30480,33450,,,,,,,20181124,20181124,1,2018-11-23,user22,20,0,user22,0.0
208,208,25NOV18:00:08:00,25NOV18:07:27:00,Fitbit,89.13324709999998,20670,23190,,,,,,,20181125,20181125,1,2018-11-24,user22,39,0,user22,0.0
209,209,26NOV18:23:57:00,26NOV18:23:57:00,Fitbit,94.9295775,30330,31950,,,,,,,20181126,20181126,1,2018-11-25,user22,159,0,user22,0.0
210,210,28NOV18:01:06:00,28NOV18:06:35:00,Fitbit,100.0,3600,3600,,,,,,,20181128,20181128,1,2018-11-27,user22,54,0,user22,0.0
211,211,16NOV18:00:10:00,16NOV18:07:38:00,Fitbit,84.4262295,18540,21960,,,,,,,20181116,20181116,1,2018-11-15,user23,30,0,user23,0.0
212,212,17NOV18:02:21:00,17NOV18:09:50:00,Fitbit,91.0866911,22380,24570,,,,,,,20181117,20181117,1,2018-11-16,user23,142,0,user23,0.0
213,213,18NOV18:02:39:00,18NOV18:11:54:00,Fitbit,87.42138359999998,33360,38160,,,,,,,20181118,20181118,1,2018-11-17,user23,39,0,user23,0.0
214,214,19NOV18:01:47:00,19NOV18:07:35:00,Fitbit,84.78773580000002,21570,25440,,,,,,,20181119,20181119,1,2018-11-18,user23,10,0,user23,0.0
215,215,20NOV18:21:46:00,21NOV18:07:54:00,Fitbit,83.9779006,31920,38010,,,,,,,20181120,20181121,2,2018-11-20,user23,23,0,user23,0.0
216,216,20NOV18:00:56:00,20NOV18:07:29:00,Fitbit,79.94858609999999,18660,23340,,,,,,,20181120,20181120,2,2018-11-19,user23,11,0,user23,0.0
217,217,22NOV18:00:46:00,22NOV18:07:49:00,Fitbit,85.6184084,26790,31290,,,,,,,20181122,20181122,1,2018-11-21,user23,5,0,user23,0.0
218,218,23NOV18:01:46:00,23NOV18:07:51:00,Fitbit,84.774665,20880,24630,,,,,,,20181123,20181123,1,2018-11-22,user23,43,0,user23,0.0
219,219,24NOV18:01:31:00,24NOV18:11:26:00,Fitbit,86.1650485,21300,24720,,,,,,,20181124,20181124,1,2018-11-23,user23,15,0,user23,0.0
220,220,27NOV18:04:37:00,27NOV18:09:57:00,Fitbit,83.424408,27480,32940,,,,,,,20181127,20181127,1,2018-11-26,user23,163,0,user23,0.0
221,221,28NOV18:02:14:00,28NOV18:08:02:00,Fitbit,85.9,25770,30000,,,,,,,20181128,20181128,1,2018-11-27,user23,0,0,,
222,222,16NOV18:04:25:00,16NOV18:06:59:00,Fitbit,88.76745600000002,43860,49410,,,,,,,20181116,20181116,1,2018-11-15,user24,44,0,user24,0.0
223,223,17NOV18:02:49:00,17NOV18:19:46:00,Fitbit,78.3018868,4980,6360,,,,,,,20181117,20181117,1,2018-11-16,user24,39,0,user24,0.0
224,224,18NOV18:05:19:00,18NOV18:13:36:00,Fitbit,89.98682480000002,20490,22770,,,,,,,20181118,20181118,1,2018-11-17,user24,0,0,,
225,225,19NOV18:18:58:00,20NOV18:08:14:00,Fitbit,92.7007299,19050,20550,,,,,,,20181119,20181120,2,2018-11-19,user24,11,0,user24,0.0
226,226,19NOV18:06:26:00,19NOV18:08:11:00,Fitbit,93.6965812,26310,28080,,,,,,,20181119,20181119,2,2018-11-18,user24,39,0,user24,0.0
227,227,20NOV18:19:25:00,21NOV18:09:04:00,Fitbit,94.1919192,22380,23760,,,,,,,20181120,20181121,1,2018-11-20,user24,13,0,user24,0.0
228,228,22NOV18:02:42:00,22NOV18:08:10:00,Fitbit,84.1339156,17340,20610,,,,,,,20181122,20181122,1,2018-11-21,user24,42,0,user24,0.0
229,229,23NOV18:01:40:00,23NOV18:08:15:00,Fitbit,87.6884422,41880,47760,,,,,,,20181123,20181123,1,2018-11-22,user24,49,0,user24,0.0
230,230,24NOV18:01:51:00,24NOV18:22:13:00,Fitbit,90.0149031,18120,20130,,,,,,,20181124,20181124,1,2018-11-23,user24,34,0,user24,0.0
231,231,25NOV18:04:26:00,25NOV18:12:53:00,Fitbit,89.33333329999998,18090,20250,,,,,,,20181125,20181125,1,2018-11-24,user24,0,0,,
232,232,26NOV18:03:06:00,26NOV18:08:15:00,Fitbit,85.5795148,19050,22260,,,,,,,20181126,20181126,1,2018-11-25,user24,19,0,user24,0.0
233,233,27NOV18:00:14:00,27NOV18:05:39:00,Fitbit,98.7421384,9420,9540,,,,,,,20181127,20181127,2,2018-11-26,user24,121,0,user24,0.0
234,234,27NOV18:16:28:00,28NOV18:05:56:00,Fitbit,91.3274336,30960,33900,,,,,,,20181127,20181128,2,2018-11-27,user24,56,0,user24,0.0
235,235,17NOV18:05:04:00,17NOV18:14:51:00,Fitbit,89.7897898,17940,19980,,,,,,,20181117,20181117,1,2018-11-16,user25,50,0,user25,0.0
236,236,18NOV18:03:17:00,18NOV18:12:53:00,Fitbit,94.7858473,30540,32220,,,,,,,20181118,20181118,1,2018-11-17,user25,39,0,user25,0.0
237,237,19NOV18:02:40:00,19NOV18:07:34:00,Fitbit,93.8650307,18360,19560,,,,,,,20181119,20181119,1,2018-11-18,user25,49,0,user25,0.0
238,238,20NOV18:02:28:00,20NOV18:07:27:00,Fitbit,94.4954128,18540,19620,,,,,,,20181120,20181120,1,2018-11-19,user25,10,0,user25,0.0
239,239,21NOV18:02:34:00,21NOV18:09:34:00,Fitbit,84.6899225,26220,30960,,,,,,,20181121,20181121,1,2018-11-20,user25,7,0,user25,0.0
240,240,22NOV18:02:37:00,22NOV18:07:54:00,Fitbit,91.5831663,27420,29940,,,,,,,20181122,20181122,1,2018-11-21,user25,16,0,user25,0.0
241,241,23NOV18:02:19:00,23NOV18:07:42:00,Fitbit,98.1770833,22620,23040,,,,,,,20181123,20181123,1,2018-11-22,user25,18,0,user25,0.0
242,242,24NOV18:00:42:00,24NOV18:07:55:00,Fitbit,93.0174564,22380,24060,,,,,,,20181124,20181124,1,2018-11-23,user25,0,0,,
243,243,25NOV18:22:40:00,26NOV18:07:40:00,Fitbit,94.6169772,27420,28980,,,,,,,20181125,20181126,2,2018-11-25,user25,20,0,user25,0.0
244,244,25NOV18:03:38:00,25NOV18:11:30:00,Fitbit,89.4557823,31560,35280,,,,,,,20181125,20181125,2,2018-11-24,user25,120,0,user25,0.0
245,245,27NOV18:01:03:00,27NOV18:07:26:00,Fitbit,96.5944272,18720,19380,,,,,,,20181127,20181127,1,2018-11-26,user25,15,0,user25,0.0
246,246,16NOV18:07:09:00,16NOV18:12:27:00,Fitbit,88.3283877,26790,30330,,,,,,,20181116,20181116,1,2018-11-15,user26,25,0,user26,0.0
247,247,17NOV18:03:14:00,17NOV18:13:58:00,Fitbit,89.4282632,24870,27810,,,,,,,20181117,20181117,1,2018-11-16,user26,108,0,user26,0.0
248,248,18NOV18:06:51:00,18NOV18:14:08:00,Fitbit,86.9072165,25290,29100,,,,,,,20181118,20181118,1,2018-11-17,user26,0,0,,
249,249,19NOV18:04:15:00,19NOV18:11:24:00,Fitbit,88.0044843,23550,26760,,,,,,,20181119,20181119,1,2018-11-18,user26,86,0,user26,0.0
250,250,20NOV18:02:34:00,20NOV18:09:32:00,Fitbit,87.0813397,16380,18810,,,,,,,20181120,20181120,1,2018-11-19,user26,35,0,user26,0.0
251,251,21NOV18:03:23:00,21NOV18:08:41:00,Fitbit,91.5766739,25440,27780,,,,,,,20181121,20181121,1,2018-11-20,user26,158,0,user26,0.0
252,252,22NOV18:04:56:00,22NOV18:12:35:00,Fitbit,87.5,18060,20640,,,,,,,20181122,20181122,1,2018-11-21,user26,68,85,user26,0.0
253,253,23NOV18:02:49:00,23NOV18:08:41:00,Fitbit,90.61538459999998,17670,19500,,,,,,,20181123,20181123,1,2018-11-22,user26,213,0,user26,0.14372021528090728
254,254,24NOV18:04:00:00,24NOV18:17:34:00,Fitbit,87.5,34440,39360,,,,,,,20181124,20181124,1,2018-11-23,user26,197,0,user26,0.0
255,255,25NOV18:04:10:00,25NOV18:13:34:00,Fitbit,90.0241352,33570,37290,,,,,,,20181125,20181125,1,2018-11-24,user26,16,0,user26,0.0
256,256,26NOV18:02:21:00,26NOV18:12:12:00,Fitbit,87.61467890000002,17190,19620,,,,,,,20181126,20181126,1,2018-11-25,user26,16,0,user26,0.0
257,257,27NOV18:04:32:00,27NOV18:09:46:00,Fitbit,86.8421053,22770,26220,,,,,,,20181127,20181127,2,2018-11-26,user26,29,0,user26,0.0
258,258,27NOV18:23:11:00,28NOV18:08:29:00,Fitbit,97.1590909,10260,10560,,,,,,,20181127,20181128,2,2018-11-27,user26,122,0,user26,155.9227132849598
259,259,15NOV18:23:59:00,16NOV18:08:22:00,Fitbit,90.4466501,21870,24180,,,,,,,20181115,20181116,2,2018-11-15,user27,125,0,user27,0.0
260,260,17NOV18:00:28:00,17NOV18:07:29:00,Fitbit,88.06161750000003,20580,23370,,,,,,,20181117,20181117,1,2018-11-16,user27,283,0,user27,0.0
261,261,18NOV18:03:03:00,18NOV18:09:38:00,Fitbit,86.9138495,23910,27510,,,,,,,20181118,20181118,1,2018-11-17,user27,262,0,user27,0.0
262,262,19NOV18:00:40:00,19NOV18:06:20:00,Fitbit,91.025641,17040,18720,,,,,,,20181119,20181119,1,2018-11-18,user27,67,0,,
263,263,20NOV18:00:47:00,20NOV18:07:00:00,Fitbit,89.9004267,18960,21090,,,,,,,20181120,20181120,1,2018-11-19,user27,112,0,,
264,264,21NOV18:03:25:00,21NOV18:12:54:00,Fitbit,89.57528959999998,20880,23310,,,,,,,20181121,20181121,2,2018-11-20,user27,82,0,,
265,265,21NOV18:00:55:00,21NOV18:08:29:00,Fitbit,85.33333329999998,3840,4500,,,,,,,20181121,20181121,2,2018-11-20,user27,82,0,,
266,266,22NOV18:00:11:00,22NOV18:06:31:00,Fitbit,83.53344770000002,14610,17490,,,,,,,20181122,20181122,2,2018-11-21,user27,90,0,,
267,267,22NOV18:01:02:00,22NOV18:08:28:00,Fitbit,87.61706559999998,25260,28830,,,,,,,20181122,20181122,2,2018-11-21,user27,90,0,,
268,268,23NOV18:00:59:00,23NOV18:09:04:00,Fitbit,92.2352941,23520,25500,,,,,,,20181123,20181123,1,2018-11-22,user27,119,0,user27,0.0
269,269,24NOV18:04:42:00,24NOV18:10:31:00,Fitbit,90.8163265,21360,23520,,,,,,,20181124,20181124,1,2018-11-23,user27,87,0,,
270,270,25NOV18:02:38:00,25NOV18:09:50:00,Fitbit,85.6672158,15600,18210,,,,,,,20181125,20181125,1,2018-11-24,user27,93,0,,
271,271,28NOV18:01:14:00,28NOV18:08:37:00,Fitbit,88.33333329999998,19080,21600,,,,,,,20181128,20181128,1,2018-11-27,user27,183,0,user27,0.0
272,272,16NOV18:00:23:00,16NOV18:07:31:00,Fitbit,88.5093168,17100,19320,,,,,,,20181116,20181116,1,2018-11-15,user28,135,0,user28,0.0
273,273,17NOV18:02:01:00,17NOV18:06:59:00,Fitbit,89.2156863,19110,21420,,,,,,,20181117,20181117,1,2018-11-16,user28,211,0,user28,519.9962801650983
274,274,18NOV18:01:17:00,18NOV18:08:03:00,Fitbit,91.5011038,24870,27180,,,,,,,20181118,20181118,1,2018-11-17,user28,10,0,user28,0.0
275,275,19NOV18:00:32:00,19NOV18:11:03:00,Fitbit,88.5821832,21180,23910,,,,,,,20181119,20181119,1,2018-11-18,user28,82,0,user28,0.0
276,276,20NOV18:01:24:00,20NOV18:08:03:00,Fitbit,87.987013,24390,27720,,,,,,,20181120,20181120,1,2018-11-19,user28,182,0,user28,0.0
277,277,21NOV18:00:46:00,21NOV18:08:35:00,Fitbit,87.8172589,20760,23640,,,,,,,20181121,20181121,1,2018-11-20,user28,145,0,user28,0.0
278,278,22NOV18:01:14:00,22NOV18:07:36:00,Fitbit,81.4889336,12150,14910,,,,,,,20181122,20181122,1,2018-11-21,user28,99,0,user28,0.0
279,279,23NOV18:03:24:00,23NOV18:17:13:00,Fitbit,87.0175439,22320,25650,,,,,,,20181123,20181123,1,2018-11-22,user28,108,0,user28,0.0
280,280,24NOV18:02:14:00,24NOV18:08:04:00,Fitbit,91.2133891,26160,28680,,,,,,,20181124,20181124,1,2018-11-23,user28,168,0,user28,0.0
281,281,25NOV18:00:21:00,25NOV18:07:46:00,Fitbit,88.84955749999997,15060,16950,,,,,,,20181125,20181125,1,2018-11-24,user28,151,0,user28,0.0
282,282,26NOV18:19:44:00,27NOV18:08:59:00,Fitbit,91.0569106,23520,25830,,,,,,,20181126,20181127,2,2018-11-26,user28,276,0,user28,0.0
283,283,26NOV18:01:37:00,26NOV18:07:29:00,Fitbit,85.9582543,27180,31620,,,,,,,20181126,20181126,2,2018-11-25,user28,61,0,user28,0.0
284,284,16NOV18:01:40:00,16NOV18:08:52:00,Fitbit,87.8787879,30450,34650,,,,,,,20181116,20181116,1,2018-11-15,user29,79,0,user29,0.0
285,285,17NOV18:04:24:00,17NOV18:14:43:00,Fitbit,87.1173469,20490,23520,,,,,,,20181117,20181117,1,2018-11-16,user29,65,0,user29,0.0
286,286,18NOV18:01:30:00,18NOV18:07:30:00,Fitbit,80.05464479999998,8790,10980,,,,,,,20181118,20181118,1,2018-11-17,user29,0,0,,
287,287,19NOV18:03:37:00,19NOV18:06:53:00,Fitbit,85.4809437,28260,33060,,,,,,,20181119,20181119,1,2018-11-18,user29,0,0,,
288,288,20NOV18:00:54:00,20NOV18:09:32:00,Fitbit,83.5504886,15390,18420,,,,,,,20181120,20181120,1,2018-11-19,user29,0,0,,
289,289,21NOV18:04:11:00,21NOV18:09:39:00,Fitbit,83.2107843,20370,24480,,,,,,,20181121,20181121,1,2018-11-20,user29,458,0,user29,0.0
290,290,22NOV18:05:50:00,22NOV18:13:22:00,Fitbit,86.37992829999997,14460,16740,,,,,,,20181122,20181122,1,2018-11-21,user29,0,0,,
291,291,23NOV18:04:08:00,23NOV18:08:58:00,Fitbit,87.2222222,42390,48600,,,,,,,20181123,20181123,1,2018-11-22,user29,0,0,,
292,292,24NOV18:02:08:00,24NOV18:18:47:00,Fitbit,91.2087912,19920,21840,,,,,,,20181124,20181124,1,2018-11-23,user29,0,0,,
293,293,25NOV18:08:46:00,25NOV18:08:46:00,Fitbit,88.11111109999999,23790,27000,,,,,,,20181125,20181125,1,2018-11-24,user29,42,0,user29,0.0
294,294,27NOV18:02:31:00,27NOV18:09:40:00,Fitbit,97.0744681,21900,22560,,,,,,,20181127,20181127,1,2018-11-26,user29,0,0,,
295,295,28NOV18:02:27:00,28NOV18:07:49:00,Fitbit,85.4255319,24090,28200,,,,,,,20181128,20181128,1,2018-11-27,user29,0,0,,
296,296,17NOV18:01:44:00,17NOV18:06:30:00,Fitbit,90.8665105,23280,25620,,,,,,,20181117,20181117,1,2018-11-16,user30,66,6,user30,0.0
297,297,18NOV18:20:18:00,19NOV18:12:14:00,Fitbit,85.7317073,21090,24600,,,,,,,20181118,20181119,2,2018-11-18,user30,89,0,user30,0.0
298,298,18NOV18:01:11:00,18NOV18:07:48:00,Fitbit,86.54708520000001,28950,33450,,,,,,,20181118,20181118,2,2018-11-17,user30,75,0,user30,0.0
299,299,20NOV18:00:40:00,20NOV18:07:30:00,Fitbit,89.6732026,20580,22950,,,,,,,20181120,20181120,1,2018-11-19,user30,77,0,user30,0.0
300,300,21NOV18:02:24:00,21NOV18:09:14:00,Fitbit,88.3243243,24510,27750,,,,,,,20181121,20181121,1,2018-11-20,user30,48,0,user30,0.0
301,301,22NOV18:01:45:00,22NOV18:08:48:00,Fitbit,81.3810111,19800,24330,,,,,,,20181122,20181122,1,2018-11-21,user30,58,0,user30,0.0
302,302,23NOV18:05:23:00,23NOV18:11:47:00,Fitbit,86.52792990000002,23700,27390,,,,,,,20181123,20181123,1,2018-11-22,user30,81,4,user30,0.0
303,303,24NOV18:03:32:00,24NOV18:10:40:00,Fitbit,86.31713549999998,20250,23460,,,,,,,20181124,20181124,1,2018-11-23,user30,89,0,user30,0.0
304,304,25NOV18:01:29:00,25NOV18:15:57:00,Fitbit,86.99472759999998,29700,34140,,,,,,,20181125,20181125,1,2018-11-24,user30,140,0,user30,0.0
305,305,26NOV18:01:46:00,26NOV18:09:08:00,Fitbit,84.1191067,10170,12090,,,,,,,20181126,20181126,1,2018-11-25,user30,17,0,user30,166.4088315123572
306,306,27NOV18:04:59:00,27NOV18:07:58:00,Fitbit,85.5455177,36930,43170,,,,,,,20181127,20181127,1,2018-11-26,user30,112,3,user30,0.0
307,307,28NOV18:01:24:00,28NOV18:07:47:00,Fitbit,89.35912940000001,22170,24810,,,,,,,20181128,20181128,1,2018-11-27,user30,39,0,user30,0.0
